Chr	Start	Stop	GeneID	Max_norm_counts	RH4_dCBP1_072221_CWRU	RH4_DMSO_072221_CWRU	Norm_RH4_dCBP1_072221_CWRU	Norm_RH4_DMSO_072221_CWRU
18	76495339	76498089	ZNF516-DT	0.00	0	0	0.00	0.00
18	76491652	76493918	ZNF516-AS1	0.00	0	0	0.00	0.00
18	76357682	76495255	ZNF516	0.02	0.13	0.15	0.01	0.02
2	95122987	95165187	ZNF514	0.06	0.62	0.49	0.06	0.05
2	27377231	27380866	ZNF513	0.67	6.73	4.57	0.67	0.46
20	63956703	63969930	ZNF512B	0.89	8.9	4.43	0.89	0.44
2	27583042	27623217	ZNF512	1.10	11.01	8.59	1.10	0.86
10	133308914	133313161	ZNF511	2.65	26.43	22.21	2.65	2.22
9	96754553	96778549	ZNF510	0.50	4.97	2.77	0.50	0.28
19	32345610	32387667	ZNF507	1.20	11.99	8.67	1.20	0.87
19	19792711	19821750	ZNF506	0.24	2.38	2.16	0.24	0.22
10	75401528	75408982	ZNF503-AS2	0.05	0.48	0.08	0.05	0.01
10	75296383	75361678	ZNF503-AS1	0.00	0	0.03	0.00	0.00
10	75279725	75401916	ZNF503	0.11	1.08	1.05	0.11	0.11
3	44712660	44723831	ZNF502	0.07	0.68	0.51	0.07	0.05
3	44729635	44737083	ZNF501	0.05	0.47	0.5	0.05	0.05
16	4745961	4767219	ZNF500	0.26	2.61	1.84	0.26	0.18
19	58362626	58366578	ZNF497-AS1	0.04	0.41	0.4	0.04	0.04
19	58354357	58362751	ZNF497	0.22	2.19	0.9	0.22	0.09
1	247297415	247331867	ZNF496	0.68	6.74	6.11	0.68	0.61
19	21397133	21427577	ZNF493	0.10	1.02	0.43	0.10	0.04
19	22634324	22667671	ZNF492	0.18	1.84	0.93	0.18	0.09
19	11798523	11809622	ZNF491	0.02	0.15	0.07	0.02	0.01
19	12576100	12610813	ZNF490	0.20	1.98	0.84	0.20	0.08
10	47365482	47384339	ZNF488	0.09	0.62	0.9	0.06	0.09
10	43436848	43483184	ZNF487	0.09	0.88	0.33	0.09	0.03
19	20167214	20200488	ZNF486	0.42	4.16	2.43	0.42	0.24
10	43606438	43620173	ZNF485	0.07	0.49	0.71	0.05	0.07
9	92844182	92878060	ZNF484	0.44	4.35	3.03	0.44	0.30
9	111525159	111578136	ZNF483	0.34	3.39	1.81	0.34	0.18
19	52297169	52325927	ZNF480	0.21	1.8	2.1	0.18	0.21
16	30378312	30400108	ZNF48	0.41	4.11	2.96	0.41	0.30
7	57117676	57139899	ZNF479	0.00	0	0	0.00	0.00
5	122110781	122156591	ZNF474-AS1	0.01	0.1	0.04	0.01	0.00
5	122129546	122153569	ZNF474	0.02	0.17	0.09	0.02	0.01
19	50026005	50048776	ZNF473	0.50	4.98	4.74	0.50	0.47
19	56507855	56530212	ZNF471	0.04	0.36	0.38	0.04	0.04
19	56544192	56567439	ZNF470-DT	0.03	0.26	0.2	0.03	0.02
19	56567468	56582894	ZNF470	0.20	2	1.6	0.20	0.16
16	88382959	88440753	ZNF469	0.00	0	0.01	0.00	0.00
19	52838010	52857619	ZNF468	0.82	8.21	4.33	0.82	0.43
7	149764182	149776323	ZNF467	0.01	0.1	0.01	0.01	0.00
9	106860154	107013634	ZNF462	0.14	1.08	1.4	0.11	0.14
19	36636618	36666837	ZNF461	0.36	3.57	1.57	0.36	0.16
19	57267193	57280334	ZNF460-AS1	0.02	0.18	0.09	0.02	0.01
19	57279982	57294069	ZNF460	0.95	9.49	8.41	0.95	0.84
19	43901868	43935238	ZNF45-AS1	0.17	1.68	0.56	0.17	0.06
5	178941198	178966433	ZNF454	0.00	0	0	0.00	0.00
6	57114911	57172213	ZNF451-AS1	0.01	0.09	0	0.01	0.00
6	57088970	57170305	ZNF451	0.99	9.88	7.4	0.99	0.74
19	43912624	43935315	ZNF45	0.77	7.71	3.22	0.77	0.32
X	135344770	135363413	ZNF449	0.20	1.05	2.04	0.11	0.20
19	58476352	58489533	ZNF446	0.27	2.68	1.98	0.27	0.20
3	44431705	44477670	ZNF445	0.15	1.48	1.02	0.15	0.10
19	56132509	56160893	ZNF444	0.63	6.34	5.66	0.63	0.57
19	12429706	12441021	ZNF443	0.05	0.47	0.21	0.05	0.02
19	12345944	12372636	ZNF442	0.03	0.3	0.1	0.03	0.01
19	11767000	11784078	ZNF441	0.01	0.12	0.06	0.01	0.01
19	11814273	11835617	ZNF440	0.05	0.45	0.22	0.05	0.02
19	12224686	12294898	ZNF44	0.06	0.56	0.36	0.06	0.04
19	11848726	11869486	ZNF439	0.03	0.29	0.1	0.03	0.01
10	30841254	31032407	ZNF438	0.00	0	0.03	0.00	0.00
1	23368971	23371839	ZNF436-AS1	0.06	0.58	0.63	0.06	0.06
1	23359448	23369836	ZNF436	0.56	5.58	3.86	0.56	0.39
19	11987617	12046275	ZNF433-AS1	0.03	0.32	0.29	0.03	0.03
19	12014715	12035679	ZNF433	0.02	0.15	0.06	0.02	0.01
19	52031378	52048838	ZNF432	0.12	1.19	0.51	0.12	0.05
19	21142009	21196053	ZNF431	0.16	1.55	1.24	0.16	0.12
19	21020657	21060050	ZNF430	0.30	3.03	1.84	0.30	0.18
19	21804946	21852095	ZNF43	0.35	3.54	2.24	0.35	0.22
19	21505427	21541157	ZNF429	0.25	2.48	1.51	0.25	0.15
19	43607224	43619629	ZNF428	1.37	13.68	11.33	1.37	1.13
19	9538666	9539730	ZNF426-DT	0.02	0.18	0.09	0.02	0.01
19	9523223	9538865	ZNF426	0.28	2.75	1.39	0.28	0.14
7	149102784	149126324	ZNF425	0.13	1.26	0.47	0.13	0.05
16	49487524	49857919	ZNF423	0.03	0.27	0.23	0.03	0.02
19	37007815	37130368	ZNF420	0.66	6.58	3.45	0.66	0.35
19	57487720	57496098	ZNF419	0.22	2.24	1.43	0.22	0.14
19	57921882	57935403	ZNF418	0.01	0.08	0.07	0.01	0.01
19	57905411	57916592	ZNF417	0.18	1.83	1.18	0.18	0.12
19	57571015	57578911	ZNF416	0.39	3.86	3.27	0.39	0.33
19	53107879	53132952	ZNF415	0.05	0.54	0.48	0.05	0.05
19	8509678	8514167	ZNF414	0.18	1.76	0.94	0.18	0.09
14	73886859	73932521	ZNF410	3.32	33.12	20.89	3.32	2.09
X	47444691	47485934	ZNF41	0.22	2.24	1.5	0.22	0.15
11	46701031	46705912	ZNF408	0.23	2.25	1.92	0.23	0.19
18	74591774	74597835	ZNF407-AS1	0.25	2.53	1.85	0.25	0.19
18	74590475	75065671	ZNF407	0.35	3.52	2.71	0.35	0.27
19	43872365	43883964	ZNF404	0.02	0.19	0.03	0.02	0.00
7	149126408	149183042	ZNF398	0.51	5.11	3.54	0.51	0.35
18	35240704	35259227	ZNF397	0.17	1.72	1.18	0.17	0.12
18	35366694	35377337	ZNF396	0.11	1.09	0.31	0.11	0.03
8	28345590	28386460	ZNF395	1.20	6.75	12.03	0.68	1.20
7	99486519	99500281	ZNF394	1.28	12.82	10.86	1.28	1.09
6	27374615	27403908	ZNF391	0.06	0.6	0.26	0.06	0.03
3	21957139	21979828	ZNF385D-AS2	0.00	0	0	0.00	0.00
3	21542789	21579959	ZNF385D-AS1	0.00	0	0	0.00	0.00
3	21412218	22372641	ZNF385D	0.18	0.33	1.8	0.03	0.18
17	42025576	42098473	ZNF385C	0.02	0.17	0.13	0.02	0.01
2	179441982	179864550	ZNF385B	0.01	0.11	0.11	0.01	0.01
12	54369134	54391610	ZNF385A	0.57	4.73	5.71	0.47	0.57
12	6666477	6689572	ZNF384	0.41	4.12	3.66	0.41	0.37
19	37217243	37248740	ZNF383	0.26	2.59	1.62	0.26	0.16
19	36605313	36634114	ZNF382	0.08	0.78	0.47	0.08	0.05
10	42513510	42552870	ZNF37BP	0.02	0.23	0.03	0.02	0.00
10	38094327	38150293	ZNF37A	0.18	1.77	0.79	0.18	0.08
9	96385941	96418639	ZNF367	0.45	4.45	3.36	0.45	0.34
5	72439903	72507410	ZNF366	0.00	0.01	0.04	0.00	0.00
10	62374369	62544262	ZNF365	0.11	0.56	1.14	0.06	0.11
1	33256307	33300719	ZNF362	0.67	6.69	5.28	0.67	0.53
19	7515286	7521025	ZNF358	0.83	8.27	5.51	0.83	0.55
5	179060373	179083977	ZNF354C	0.11	1.07	0.48	0.11	0.05
5	178859953	178885020	ZNF354B	0.14	1.39	0.99	0.14	0.10
5	178711512	178730659	ZNF354A	0.37	3.7	2.4	0.37	0.24
19	51949134	51981367	ZNF350-AS1	0.02	0.17	0.08	0.02	0.01
19	51964340	51986856	ZNF350	0.20	1.98	1.35	0.20	0.14
3	44648732	44660791	ZNF35	0.53	5.34	3.68	0.53	0.37
19	53134935	53159053	ZNF347	0.13	1.26	0.81	0.13	0.08
5	177022687	177081189	ZNF346	0.73	7.27	4.56	0.73	0.46
19	36850350	36893218	ZNF345	0.11	1.13	0.9	0.11	0.09
20	2481817	2524522	ZNF343	0.15	1.31	1.48	0.13	0.15
20	33787373	33811099	ZNF341-AS1	0.00	0	0	0.00	0.00
20	33731657	33792269	ZNF341	0.10	0.98	0.3	0.10	0.03
8	144772224	144787317	ZNF34	0.11	0.94	1.07	0.09	0.11
10	37793938	37795175	ZNF33BP1	0.00	0	0.04	0.00	0.00
10	42574169	42638570	ZNF33B	0.10	1.04	0.74	0.10	0.07
10	38010483	38067834	ZNF33A	0.24	2.4	1.52	0.24	0.15
20	25624045	25678074	ZNF337-AS1	0.07	0.66	0.37	0.07	0.04
20	25673195	25696879	ZNF337	0.21	1.94	2.14	0.19	0.21
20	45948653	45972910	ZNF335	0.35	3.5	1.39	0.35	0.14
20	46463660	46513559	ZNF334	0.12	1.18	0.86	0.12	0.09
19	14689787	14733742	ZNF333	0.10	1.03	0.67	0.10	0.07
19	53503819	53580269	ZNF331	0.36	3.62	2.23	0.36	0.22
4	141220294	141234697	ZNF330	0.48	4.76	4.18	0.48	0.42
10	43628817	43674699	ZNF32-AS3	0.00	0	0.03	0.00	0.00
10	43645942	43648019	ZNF32-AS2	0.01	0.06	0	0.01	0.00
10	43643872	43645047	ZNF32-AS1	0.00	0	0	0.00	0.00
19	58126248	58155169	ZNF329	0.20	2.03	1.22	0.20	0.12
1	89995100	90035533	ZNF326	0.44	4.35	3.56	0.44	0.36
19	58451611	58457833	ZNF324B	0.22	2.2	1.46	0.22	0.15
19	58467080	58475436	ZNF324	0.33	3.28	2.07	0.33	0.21
6	26634383	26659746	ZNF322	0.90	8.44	8.97	0.85	0.90
19	52927135	52942594	ZNF321P	0.04	0.44	0.27	0.04	0.03
19	52859491	52897727	ZNF320	0.20	1.96	1.84	0.20	0.18
10	43643862	43648881	ZNF32	0.62	5.08	6.2	0.51	0.62
16	57994676	58000672	ZNF319	0.20	2.01	0.85	0.20	0.09
6	43336070	43369647	ZNF318	0.24	2.36	1.23	0.24	0.12
19	9140395	9163419	ZNF317	0.57	5.64	5.66	0.56	0.57
7	6637318	6658279	ZNF316	0.38	3.76	2.5	0.38	0.25
6	28994785	29005668	ZNF311	0.00	0	0	0.00	0.00
19	34923015	34926826	ZNF30-AS1	0.00	0	0	0.00	0.00
19	57351253	57359898	ZNF304	0.45	4.45	3.36	0.45	0.34
19	34677648	34686396	ZNF302	0.53	5.31	4.39	0.53	0.44
5	150930436	150946584	ZNF300P1	0.00	0	0	0.00	0.00
5	150892958	150904980	ZNF300	0.43	4.34	2.24	0.43	0.22
19	34923795	34945172	ZNF30	0.07	0.7	0.07	0.07	0.01
7	100063837	100082577	ZNF3	1.23	12.31	12.1	1.23	1.21
19	45071500	45076478	ZNF296	0.01	0.09	0.03	0.01	0.00
21	42009194	42024920	ZNF295-AS1	0.01	0	0.11	0.00	0.01
6	87155565	87265943	ZNF292	0.46	4.59	3.13	0.46	0.31
17	16546689	16569212	ZNF287	0.22	2.18	1.16	0.22	0.12
17	18658429	18682314	ZNF286B	0.09	0.9	0.63	0.09	0.06
17	15699752	15746165	ZNF286A-TBC1D26	0.00	0	0	0.00	0.00
17	15699752	15720787	ZNF286A	1.30	13.02	12.05	1.30	1.21
19	44382298	44401608	ZNF285	0.00	0.04	0.03	0.00	0.00
19	44072137	44089613	ZNF284	0.16	1.58	1.08	0.16	0.11
19	43827292	43853286	ZNF283	0.13	1.31	0.96	0.13	0.10
7	149195495	149226243	ZNF282	0.65	6.47	3.98	0.65	0.40
1	200404951	200410036	ZNF281	0.79	7.85	6.06	0.79	0.61
15	56630176	56733681	ZNF280D	0.35	3.5	3.53	0.35	0.35
X	130202707	130268899	ZNF280C	0.46	4.37	4.58	0.44	0.46
22	22484421	22509161	ZNF280B	0.00	0	0	0.00	0.00
22	22513736	22520270	ZNF280A	0.00	0.02	0.02	0.00	0.00
19	52797408	52821637	ZNF28	0.87	8.72	3.89	0.87	0.39
7	112206612	112343934	ZNF277	0.89	8.87	6.23	0.89	0.62
16	89720368	89740925	ZNF276	0.16	1.26	1.59	0.13	0.16
X	153334153	153352926	ZNF275	0.64	6.41	2.79	0.64	0.28
19	58183061	58213562	ZNF274	0.40	3.96	3.77	0.40	0.38
7	64877603	64932239	ZNF273	0.91	9.09	4.01	0.91	0.40
18	35290272	35310766	ZNF271P	0.61	6.13	5.05	0.61	0.51
12	133181495	133214832	ZNF268	0.27	2.67	1.98	0.27	0.20
16	31873807	31917357	ZNF267	0.81	8.06	6.79	0.81	0.68
19	9412429	9435573	ZNF266	0.36	3.59	1.58	0.36	0.16
19	57191500	57222846	ZNF264	0.44	4.44	3.07	0.44	0.31
16	3283183	3301649	ZNF263	0.57	5.47	5.73	0.55	0.57
19	36510687	36528271	ZNF260	0.63	5.89	6.3	0.59	0.63
12	132986365	133027102	ZNF26	0.42	4.24	3.15	0.42	0.32
10	37976726	38004555	ZNF25-DT	0.00	0	0	0.00	0.00
19	22052484	22091480	ZNF257	0.00	0.03	0	0.00	0.00
19	57940833	57947706	ZNF256	0.26	2.44	2.62	0.24	0.26
19	24033416	24129968	ZNF254	0.57	5.66	3.44	0.57	0.34
19	19865830	19894674	ZNF253	0.32	3.23	2.46	0.32	0.25
8	145002811	145006046	ZNF252P-AS1	0.05	0.47	0.1	0.05	0.01
8	144973589	145002899	ZNF252P	0.83	8.25	6.05	0.83	0.61
8	144720909	144755603	ZNF251	0.42	4.2	2.37	0.42	0.24
8	144876955	144902177	ZNF250	0.20	1.97	1.74	0.20	0.17
10	37949573	37976647	ZNF25	0.37	3.7	1.92	0.37	0.19
10	37758452	37858202	ZNF248	0.38	3.81	3.54	0.38	0.35
18	35332227	35344420	ZNF24	2.92	29.18	24.42	2.92	2.45
10	43554516	43574619	ZNF239	0.00	0.01	0	0.00	0.00
18	76794732	76822295	ZNF236-DT	0.03	0.2	0.32	0.02	0.03
18	76822550	76972901	ZNF236	0.20	2	1.36	0.20	0.14
19	44286348	44305707	ZNF235	0.11	1.1	0.91	0.11	0.09
19	44141530	44160313	ZNF234	0.21	2.08	1.37	0.21	0.14
19	44259742	44278534	ZNF233	0.01	0.11	0.06	0.01	0.01
17	5111935	5114382	ZNF232-AS1	0.59	5.27	5.85	0.53	0.59
17	5105734	5123116	ZNF232	0.41	4.07	2.02	0.41	0.20
19	43996896	44002870	ZNF230-DT	0.02	0.17	0.09	0.02	0.01
19	44002957	44013924	ZNF230	0.24	2.43	1.34	0.24	0.13
16	71447597	71462247	ZNF23	0.24	2.37	1.12	0.24	0.11
10	44993932	45000803	ZNF22-AS1	0.16	0.87	1.55	0.09	0.16
19	44426251	44448578	ZNF229	0.03	0.29	0.22	0.03	0.02
19	44207522	44237268	ZNF227	0.64	6.44	3.5	0.64	0.35
19	44165070	44198261	ZNF226	0.87	8.73	4.31	0.87	0.43
19	44111426	44134822	ZNF225	0.20	1.95	0.89	0.20	0.09
19	44094350	44109831	ZNF224	0.37	3.65	1.82	0.37	0.18
19	44051372	44069902	ZNF223	0.33	3.31	1.59	0.33	0.16
19	44022976	44025263	ZNF222-DT	0.00	0	0	0.00	0.00
19	44025324	44033110	ZNF222	0.41	4.13	1.86	0.41	0.19
19	43951196	43970207	ZNF221	0.05	0.49	0.14	0.05	0.01
10	45000923	45005326	ZNF22	2.02	18.43	20.16	1.85	2.02
14	21090076	21104722	ZNF219	0.25	2.49	1.68	0.25	0.17
20	53567065	53608969	ZNF217	2.14	5.26	21.33	0.53	2.14
11	6926426	6991144	ZNF215	0.00	0	0.03	0.00	0.00
11	6993482	7020367	ZNF214	0.04	0.44	0.26	0.04	0.03
16	3125529	3134882	ZNF213-AS1	0.03	0.29	0.33	0.03	0.03
16	3135029	3142804	ZNF213	0.39	3.93	2.35	0.39	0.24
7	149239651	149255606	ZNF212	0.56	5.55	3.16	0.56	0.32
19	57633168	57644041	ZNF211	0.35	3.47	1.91	0.35	0.19
19	21939815	22010943	ZNF208	0.00	0	0	0.00	0.00
17	32350157	32381885	ZNF207	1.99	19.85	12.8	1.99	1.28
16	3110460	3115598	ZNF205-AS1	0.03	0.09	0.27	0.01	0.03
16	3112586	3120517	ZNF205	0.29	2.92	2.55	0.29	0.26
6	27357823	27375374	ZNF204P	0.00	0	0	0.00	0.00
11	123723914	123741675	ZNF202	0.38	3.16	3.84	0.32	0.38
16	3222325	3236221	ZNF200	0.46	4.64	3.8	0.46	0.38
19	12131350	12140350	ZNF20	0.07	0.71	0.32	0.07	0.03
2	95165809	95184317	ZNF2	0.26	2.62	1.45	0.26	0.15
3	44617128	44624797	ZNF197-AS1	0.01	0.1	0.1	0.01	0.01
3	44625036	44648471	ZNF197	0.20	1.96	1.41	0.20	0.14
11	3357927	3379146	ZNF195	0.81	8.08	7.37	0.81	0.74
16	71473583	71489324	ZNF19	0.06	0.57	0.37	0.06	0.04
9	101398830	101410655	ZNF189	1.24	12.43	9.01	1.24	0.90
X	152898067	152973481	ZNF185	0.02	0.12	0.15	0.01	0.02
6	27404006	27473105	ZNF184	0.48	4.79	3.42	0.48	0.34
X	47974851	48003989	ZNF182	0.14	1.38	0.86	0.14	0.09
19	34734194	34746483	ZNF181	0.28	2.78	1.7	0.28	0.17
19	44474431	44500522	ZNF180	0.35	3.46	1.89	0.35	0.19
17	11957433	12021522	ZNF18	0.39	3.94	2.26	0.39	0.23
19	9363013	9382617	ZNF177	0.11	1.05	0.51	0.11	0.05
19	51571283	51592510	ZNF175	0.20	1.95	1.03	0.20	0.10
16	3401215	3409364	ZNF174	0.57	5.69	2.77	0.57	0.28
19	57411161	57421934	ZNF17	0.40	3.98	2.77	0.40	0.28
9	94259298	94303967	ZNF169	0.06	0.61	0.4	0.06	0.04
6	28080282	28104244	ZNF165	0.07	0.52	0.65	0.05	0.07
19	53066614	53103422	ZNF160	0.33	3.31	2.54	0.33	0.25
8	144930358	144950880	ZNF16	0.30	2.99	2.05	0.30	0.21
X	47370578	47414498	ZNF157	0.00	0	0	0.00	0.00
19	43967006	43998326	ZNF155	0.24	2.36	1.84	0.24	0.18
19	57696275	57709204	ZNF154	0.01	0.05	0.04	0.01	0.00
3	125225669	125375354	ZNF148	0.46	4.56	3.68	0.46	0.37
19	36214751	36238768	ZNF146	1.97	19.7	19.71	1.97	1.97
11	9460982	9528524	ZNF143	0.75	7.53	5.14	0.75	0.51
2	218633329	218659623	ZNF142	0.33	3.34	1.43	0.33	0.14
4	337814	384868	ZNF141	0.60	6	4.92	0.60	0.49
12	133079470	133107526	ZNF140	0.56	5.61	4.55	0.56	0.46
19	19710472	19733112	ZNF14	0.38	3.78	1.57	0.38	0.16
7	64794428	64860823	ZNF138	0.63	6.33	3.02	0.63	0.30
19	52596684	52600152	ZNF137P	0.02	0.21	0.05	0.02	0.01
19	12163096	12189871	ZNF136	0.24	2.35	1.29	0.24	0.13
19	58059227	58069755	ZNF135	0.02	0.21	0.19	0.02	0.02
19	57614242	57624724	ZNF134	0.61	6.05	4.96	0.61	0.50
20	18312986	18359309	ZNF133-AS1	0.01	0.08	0.08	0.01	0.01
20	18288520	18316996	ZNF133	0.61	6.05	4.24	0.61	0.42
19	58432814	58440153	ZNF132	0.08	0.73	0.75	0.07	0.08
5	43120914	43176324	ZNF131	0.89	8.92	7.55	0.89	0.76
1	247121975	247172379	ZNF124	4.31	43.05	35.97	4.31	3.60
19	9560329	9584544	ZNF121	0.45	4.03	4.52	0.40	0.45
7	6688433	6706947	ZNF12	1.14	11.41	9.96	1.14	1.00
7	64971776	64991036	ZNF117	0.04	0.41	0.29	0.04	0.03
19	48262699	48271702	ZNF114-AS1	0.00	0	0	0.00	0.00
19	48270081	48287608	ZNF114	0.12	1.22	1.03	0.12	0.10
19	44326553	44367217	ZNF112	0.20	1.96	0.85	0.20	0.09
7	64665010	64711582	ZNF107	0.36	3.62	1.9	0.36	0.19
15	42412823	42491141	ZNF106	1.93	15.89	19.27	1.59	1.93
19	19668070	19683506	ZNF101	0.22	2.2	0.75	0.22	0.08
19	21722771	21767579	ZNF100	0.31	3.06	1.95	0.31	0.20
12	133130627	133159465	ZNF10	0.21	2.13	1.02	0.21	0.10
20	47209214	47356699	ZMYND8	0.61	6.13	4.63	0.61	0.46
9	137582079	137590512	ZMYND19	1.38	13.8	8.8	1.38	0.88
17	4739833	4746119	ZMYND15	0.00	0	0	0.00	0.00
1	42430329	42456022	ZMYND12	0.00	0	0.03	0.00	0.00
10	130088	254637	ZMYND11	0.51	5.06	3.6	0.51	0.36
3	50341110	50345732	ZMYND10	0.02	0.19	0.09	0.02	0.01
1	34986165	35031945	ZMYM6	0.20	2.04	1.65	0.20	0.17
13	19823482	19863649	ZMYM5	0.50	5	4.35	0.50	0.44
1	35358822	35366077	ZMYM4-AS1	0.04	0.41	0	0.04	0.00
1	35268694	35422058	ZMYM4	1.73	17.25	15.61	1.73	1.56
X	71239624	71255197	ZMYM3	0.70	6.95	5.63	0.70	0.56
13	19957423	20089115	ZMYM2	2.45	24.48	20.91	2.45	2.09
1	35059786	35116458	ZMYM1	0.80	8.03	5.72	0.80	0.57
1	40258078	40294180	ZMPSTE24	6.50	64.94	42.48	6.50	4.25
7	44748547	44769881	ZMIZ2	0.32	3.24	2.08	0.32	0.21
10	78943326	79067448	ZMIZ1-AS1	0.01	0	0.05	0.00	0.01
10	79068966	79316519	ZMIZ1	0.15	0.34	1.49	0.03	0.15
22	29730956	29767007	ZMAT5	1.30	12.94	10.13	1.30	1.01
8	40522766	40897828	ZMAT4	0.00	0	0.02	0.00	0.00
3	179017223	179072513	ZMAT3	0.30	3.03	2.58	0.30	0.26
5	140700447	140706686	ZMAT2	2.53	25.3	17.47	2.53	1.75
X	101882288	101932135	ZMAT1	0.00	0	0	0.00	0.00
6	28161761	28169595	ZKSCAN8P1	0.02	0.22	0.03	0.02	0.00
6	28141643	28159461	ZKSCAN8	0.45	4.45	2.54	0.45	0.25
3	44557357	44685653	ZKSCAN7-AS1	0.03	0	0.33	0.00	0.03
3	44555193	44583483	ZKSCAN7	0.19	1.91	1.36	0.19	0.14
7	99504650	99534700	ZKSCAN5	0.77	7.69	5.3	0.77	0.53
6	28241697	28259258	ZKSCAN4	0.15	1.51	0.6	0.15	0.06
6	28349913	28369174	ZKSCAN3	0.18	1.84	1.05	0.18	0.11
16	25257577	25261066	ZKSCAN2-DT	0.08	0.82	0.33	0.08	0.03
16	25236001	25257937	ZKSCAN2	0.35	3.52	2.45	0.35	0.25
7	100015581	100045374	ZKSCAN1	0.90	9	6.78	0.90	0.68
19	57134096	57145202	ZIM3	0.00	0	0	0.00	0.00
19	56765322	56799646	ZIM2-AS1	0.08	0.83	0.84	0.08	0.08
19	56774547	56840726	ZIM2	0.02	0.22	0.14	0.02	0.01
19	57583642	57593890	ZIK1	0.37	3.74	3.28	0.37	0.33
13	99962964	99971909	ZIC5	0.03	0.3	0.32	0.03	0.03
3	147386046	147407476	ZIC4	0.08	0.79	0.69	0.08	0.07
X	137566127	137577691	ZIC3	0.08	0.76	0.34	0.08	0.03
13	99981784	99986765	ZIC2	0.08	0.58	0.8	0.06	0.08
3	147409365	147416719	ZIC1	0.85	3.92	8.45	0.39	0.85
20	41178450	41317731	ZHX3	0.26	2.6	1.8	0.26	0.18
8	122781655	122974514	ZHX2	0.09	0.64	0.88	0.06	0.09
8	123226191	123274286	ZHX1-C8orf76	0.31	3.12	1.02	0.31	0.10
8	123248456	123275541	ZHX1	0.58	5.84	5.48	0.58	0.55
4	112539339	112636995	ZGRF1	0.55	5.51	3.4	0.55	0.34
20	63707442	63736142	ZGPAT	0.57	5.7	3.4	0.57	0.34
19	10304803	10309557	ZGLP1	0.02	0.2	0.05	0.02	0.01
16	2830303	2832276	ZG16B	0.01	0.09	0.09	0.01	0.01
16	29760804	29782973	ZG16	0.00	0	0	0.00	0.00
1	52142001	52348664	ZFYVE9	0.90	8.98	6.83	0.90	0.68
4	2269585	2418698	ZFYVE28	0.03	0.34	0.02	0.03	0.00
10	97737123	97760896	ZFYVE27	0.67	6.69	3.77	0.67	0.38
14	67728892	67817293	ZFYVE26	0.26	2.58	1.52	0.26	0.15
14	103715810	103733664	ZFYVE21	0.92	9.21	5.71	0.92	0.57
15	40807086	40815084	ZFYVE19	0.39	3.92	1.86	0.39	0.19
5	80407615	80483379	ZFYVE16	1.36	10.4	13.54	1.04	1.36
14	72969445	73027136	ZFYVE1	0.45	4.46	1.86	0.45	0.19
Y	2966819	3002626	ZFY-AS1	0.00	0	0	0.00	0.00
Y	2935381	2982508	ZFY	0.00	0	0	0.00	0.00
X	24146225	24149654	ZFX-AS1	0.00	0	0	0.00	0.00
X	24148982	24216255	ZFX	0.85	8.45	5.81	0.85	0.58
11	63759892	63768775	ZFTA	0.25	2.12	2.47	0.21	0.25
19	3804024	3869038	ZFR2	0.00	0	0	0.00	0.00
5	32354350	32444740	ZFR	2.53	25.26	20.55	2.53	2.06
8	105780410	106060503	ZFPM2-AS1	0.01	0.05	0	0.01	0.00
8	105318438	105804539	ZFPM2	0.03	0.08	0.34	0.01	0.03
16	88512959	88531053	ZFPM1-AS1	0.01	0.08	0	0.01	0.00
16	88451782	88537031	ZFPM1	0.04	0.32	0.36	0.03	0.04
11	65084222	65088398	ZFPL1	0.38	3.8	2.68	0.38	0.27
X	153411472	153426481	ZFP92	0.00	0	0	0.00	0.00
11	58579114	58625733	ZFP91-CNTF	0.00	0	0	0.00	0.00
11	58579063	58621550	ZFP91	1.60	15.94	15.7	1.60	1.57
16	68530249	68576072	ZFP90	0.33	3.33	2.29	0.33	0.23
19	36383120	36418644	ZFP82	0.31	3.1	2.22	0.31	0.22
1	40450064	40466765	ZFP69B	0.28	2.8	2.36	0.28	0.24
1	40477220	40496343	ZFP69	0.38	3.8	3.19	0.38	0.32
20	52084011	52191789	ZFP64	0.46	4.63	1.58	0.46	0.16
5	180843580	180861276	ZFP62	0.17	1.59	1.7	0.16	0.17
6	29672392	29681152	ZFP57	0.00	0	0	0.00	0.00
4	187994044	188005046	ZFP42	0.00	0	0	0.00	0.00
8	143246939	143262705	ZFP41	0.20	1.95	1.45	0.20	0.15
9	113038377	113056724	ZFP37	0.26	2.58	1.1	0.26	0.11
2	43222402	43226606	ZFP36L2	0.40	1.75	4.03	0.18	0.40
14	68787655	68796243	ZFP36L1	2.39	1.24	23.87	0.12	2.39
19	39406847	39409407	ZFP36	0.14	1.41	0.88	0.14	0.09
19	37631006	37656261	ZFP30	0.25	2.46	1.23	0.25	0.12
17	5078467	5096374	ZFP3	0.01	0.09	0.04	0.01	0.00
19	56536158	56538762	ZFP28-DT	0.05	0.47	0.19	0.05	0.02
19	56536790	56559192	ZFP28	0.25	2.45	1.65	0.25	0.17
5	178895913	178933212	ZFP2	0.01	0.08	0	0.01	0.00
19	36334453	36379201	ZFP14	0.16	1.64	0.89	0.16	0.09
16	75126285	75172234	ZFP1	0.62	6.18	4.53	0.62	0.45
8	76610879	76683275	ZFHX4-AS1	0.01	0	0.06	0.00	0.01
